template,title_candidate,slot_mapping,slot_scores,SITUATION_top_keywords,TOPIC_top_keywords,SITUATION_top_scores,TOPIC_top_scores,EVENT_top_keywords,EVENT_top_scores,ENG_top_keywords,SERIES_top_keywords,ENG_top_scores,SERIES_top_scores,REACTION_top_keywords,REACTION_top_scores,LOC_top_keywords,LOC_top_scores,PERSON_top_keywords,PERSON_top_scores,NUM_top_keywords,NUM_top_scores
{ENG} {PERSON}의 {SITUATION} {TOPIC},SUB 라이즈의 떨면 안되는 팬미팅,"{'ENG': 'SUB', 'PERSON': '라이즈', 'SITUATION': '떨면 안되는', 'TOPIC': '팬미팅'}","{'ENG': 0.5, 'PERSON': 0.25, 'SITUATION': 0.25, 'TOPIC': 6.175387913060997}","['웃으면 안되는', '떨면 안되는']","['생일파티', '팬미팅']","[1.2316, 0.25]","[6.175387913060997, 6.175387913060997]",[],[],"['ENG SUB', 'SUB', 'EN/JP']",[],"[1.1166666666666667, 0.5, 0.25]",[],[],[],[],[],"['아이유', '차은우', '라이즈']","[1.5968666666666667, 0.25, 0.25]",[],[]
{ENG} {PERSON}의 {SITUATION} {TOPIC},EN/JP 아이유의 웃으면 안되는 생일파티,"{'ENG': 'EN/JP', 'PERSON': '아이유', 'SITUATION': '웃으면 안되는', 'TOPIC': '생일파티'}","{'ENG': 0.25, 'PERSON': 1.5968666666666667, 'SITUATION': 1.2316, 'TOPIC': 6.175387913060997}","['웃으면 안되는', '떨면 안되는']","['생일파티', '팬미팅']","[1.2316, 0.25]","[6.175387913060997, 6.175387913060997]",[],[],"['ENG SUB', 'SUB', 'EN/JP']",[],"[1.1166666666666667, 0.5, 0.25]",[],[],[],[],[],"['아이유', '차은우', '라이즈']","[1.5968666666666667, 0.25, 0.25]",[],[]
{ENG} {PERSON}의 {SITUATION} {TOPIC},EN/JP 아이유의 웃으면 안되는 팬미팅,"{'ENG': 'EN/JP', 'PERSON': '아이유', 'SITUATION': '웃으면 안되는', 'TOPIC': '팬미팅'}","{'ENG': 0.25, 'PERSON': 1.5968666666666667, 'SITUATION': 1.2316, 'TOPIC': 6.175387913060997}","['웃으면 안되는', '떨면 안되는']","['생일파티', '팬미팅']","[1.2316, 0.25]","[6.175387913060997, 6.175387913060997]",[],[],"['ENG SUB', 'SUB', 'EN/JP']",[],"[1.1166666666666667, 0.5, 0.25]",[],[],[],[],[],"['아이유', '차은우', '라이즈']","[1.5968666666666667, 0.25, 0.25]",[],[]
{ENG} {PERSON}의 {SITUATION} {TOPIC},EN/JP 아이유의 떨면 안되는 생일파티,"{'ENG': 'EN/JP', 'PERSON': '아이유', 'SITUATION': '떨면 안되는', 'TOPIC': '생일파티'}","{'ENG': 0.25, 'PERSON': 1.5968666666666667, 'SITUATION': 0.25, 'TOPIC': 6.175387913060997}","['웃으면 안되는', '떨면 안되는']","['생일파티', '팬미팅']","[1.2316, 0.25]","[6.175387913060997, 6.175387913060997]",[],[],"['ENG SUB', 'SUB', 'EN/JP']",[],"[1.1166666666666667, 0.5, 0.25]",[],[],[],[],[],"['아이유', '차은우', '라이즈']","[1.5968666666666667, 0.25, 0.25]",[],[]
{ENG} {PERSON}의 {SITUATION} {TOPIC},EN/JP 아이유의 떨면 안되는 팬미팅,"{'ENG': 'EN/JP', 'PERSON': '아이유', 'SITUATION': '떨면 안되는', 'TOPIC': '팬미팅'}","{'ENG': 0.25, 'PERSON': 1.5968666666666667, 'SITUATION': 0.25, 'TOPIC': 6.175387913060997}","['웃으면 안되는', '떨면 안되는']","['생일파티', '팬미팅']","[1.2316, 0.25]","[6.175387913060997, 6.175387913060997]",[],[],"['ENG SUB', 'SUB', 'EN/JP']",[],"[1.1166666666666667, 0.5, 0.25]",[],[],[],[],[],"['아이유', '차은우', '라이즈']","[1.5968666666666667, 0.25, 0.25]",[],[]
{ENG} {PERSON}의 {SITUATION} {TOPIC},EN/JP 차은우의 웃으면 안되는 생일파티,"{'ENG': 'EN/JP', 'PERSON': '차은우', 'SITUATION': '웃으면 안되는', 'TOPIC': '생일파티'}","{'ENG': 0.25, 'PERSON': 0.25, 'SITUATION': 1.2316, 'TOPIC': 6.175387913060997}","['웃으면 안되는', '떨면 안되는']","['생일파티', '팬미팅']","[1.2316, 0.25]","[6.175387913060997, 6.175387913060997]",[],[],"['ENG SUB', 'SUB', 'EN/JP']",[],"[1.1166666666666667, 0.5, 0.25]",[],[],[],[],[],"['아이유', '차은우', '라이즈']","[1.5968666666666667, 0.25, 0.25]",[],[]
{ENG} {PERSON}의 {SITUATION} {TOPIC},EN/JP 차은우의 웃으면 안되는 팬미팅,"{'ENG': 'EN/JP', 'PERSON': '차은우', 'SITUATION': '웃으면 안되는', 'TOPIC': '팬미팅'}","{'ENG': 0.25, 'PERSON': 0.25, 'SITUATION': 1.2316, 'TOPIC': 6.175387913060997}","['웃으면 안되는', '떨면 안되는']","['생일파티', '팬미팅']","[1.2316, 0.25]","[6.175387913060997, 6.175387913060997]",[],[],"['ENG SUB', 'SUB', 'EN/JP']",[],"[1.1166666666666667, 0.5, 0.25]",[],[],[],[],[],"['아이유', '차은우', '라이즈']","[1.5968666666666667, 0.25, 0.25]",[],[]
{ENG} {PERSON}의 {SITUATION} {TOPIC},EN/JP 차은우의 떨면 안되는 생일파티,"{'ENG': 'EN/JP', 'PERSON': '차은우', 'SITUATION': '떨면 안되는', 'TOPIC': '생일파티'}","{'ENG': 0.25, 'PERSON': 0.25, 'SITUATION': 0.25, 'TOPIC': 6.175387913060997}","['웃으면 안되는', '떨면 안되는']","['생일파티', '팬미팅']","[1.2316, 0.25]","[6.175387913060997, 6.175387913060997]",[],[],"['ENG SUB', 'SUB', 'EN/JP']",[],"[1.1166666666666667, 0.5, 0.25]",[],[],[],[],[],"['아이유', '차은우', '라이즈']","[1.5968666666666667, 0.25, 0.25]",[],[]
{ENG} {PERSON}의 {SITUATION} {TOPIC},EN/JP 차은우의 떨면 안되는 팬미팅,"{'ENG': 'EN/JP', 'PERSON': '차은우', 'SITUATION': '떨면 안되는', 'TOPIC': '팬미팅'}","{'ENG': 0.25, 'PERSON': 0.25, 'SITUATION': 0.25, 'TOPIC': 6.175387913060997}","['웃으면 안되는', '떨면 안되는']","['생일파티', '팬미팅']","[1.2316, 0.25]","[6.175387913060997, 6.175387913060997]",[],[],"['ENG SUB', 'SUB', 'EN/JP']",[],"[1.1166666666666667, 0.5, 0.25]",[],[],[],[],[],"['아이유', '차은우', '라이즈']","[1.5968666666666667, 0.25, 0.25]",[],[]
{ENG} {PERSON}의 {SITUATION} {TOPIC},EN/JP 라이즈의 웃으면 안되는 생일파티,"{'ENG': 'EN/JP', 'PERSON': '라이즈', 'SITUATION': '웃으면 안되는', 'TOPIC': '생일파티'}","{'ENG': 0.25, 'PERSON': 0.25, 'SITUATION': 1.2316, 'TOPIC': 6.175387913060997}","['웃으면 안되는', '떨면 안되는']","['생일파티', '팬미팅']","[1.2316, 0.25]","[6.175387913060997, 6.175387913060997]",[],[],"['ENG SUB', 'SUB', 'EN/JP']",[],"[1.1166666666666667, 0.5, 0.25]",[],[],[],[],[],"['아이유', '차은우', '라이즈']","[1.5968666666666667, 0.25, 0.25]",[],[]
{ENG} {PERSON}의 {SITUATION} {TOPIC},EN/JP 라이즈의 웃으면 안되는 팬미팅,"{'ENG': 'EN/JP', 'PERSON': '라이즈', 'SITUATION': '웃으면 안되는', 'TOPIC': '팬미팅'}","{'ENG': 0.25, 'PERSON': 0.25, 'SITUATION': 1.2316, 'TOPIC': 6.175387913060997}","['웃으면 안되는', '떨면 안되는']","['생일파티', '팬미팅']","[1.2316, 0.25]","[6.175387913060997, 6.175387913060997]",[],[],"['ENG SUB', 'SUB', 'EN/JP']",[],"[1.1166666666666667, 0.5, 0.25]",[],[],[],[],[],"['아이유', '차은우', '라이즈']","[1.5968666666666667, 0.25, 0.25]",[],[]
{ENG} {PERSON}의 {SITUATION} {TOPIC},EN/JP 라이즈의 떨면 안되는 생일파티,"{'ENG': 'EN/JP', 'PERSON': '라이즈', 'SITUATION': '떨면 안되는', 'TOPIC': '생일파티'}","{'ENG': 0.25, 'PERSON': 0.25, 'SITUATION': 0.25, 'TOPIC': 6.175387913060997}","['웃으면 안되는', '떨면 안되는']","['생일파티', '팬미팅']","[1.2316, 0.25]","[6.175387913060997, 6.175387913060997]",[],[],"['ENG SUB', 'SUB', 'EN/JP']",[],"[1.1166666666666667, 0.5, 0.25]",[],[],[],[],[],"['아이유', '차은우', '라이즈']","[1.5968666666666667, 0.25, 0.25]",[],[]
{ENG} {PERSON}의 {SITUATION} {TOPIC},EN/JP 라이즈의 떨면 안되는 팬미팅,"{'ENG': 'EN/JP', 'PERSON': '라이즈', 'SITUATION': '떨면 안되는', 'TOPIC': '팬미팅'}","{'ENG': 0.25, 'PERSON': 0.25, 'SITUATION': 0.25, 'TOPIC': 6.175387913060997}","['웃으면 안되는', '떨면 안되는']","['생일파티', '팬미팅']","[1.2316, 0.25]","[6.175387913060997, 6.175387913060997]",[],[],"['ENG SUB', 'SUB', 'EN/JP']",[],"[1.1166666666666667, 0.5, 0.25]",[],[],[],[],[],"['아이유', '차은우', '라이즈']","[1.5968666666666667, 0.25, 0.25]",[],[]
{SERIES} {TOPIC} {SITUATION} {NUM} {ENG},[카니를 찾아서] 돈가스 생기는 일 00 EN,"{'NUM': '15', 'TOPIC': '돈가스', 'ENG': 'EN', 'SITUATION': '생기는 일', 'SERIES': '카니를 찾아서'}","{'NUM': 0.0, 'TOPIC': 0.2, 'ENG': 0.25, 'SITUATION': 0.2, 'SERIES': 0.0}",['생기는 일'],['돈가스'],[0.2],[0.2],[],[],['EN'],"['카니를 찾아서', '영업중', '어서와한국은처음이지']",[0.25],"[1.4274, 1.05, 1.041324552267381]",[],[],[],[],[],[],"['15', '37']","[3.9901638441414544, 1.846494005706791]"
{SERIES} {TOPIC} {SITUATION} {NUM} {ENG},[영업중] 돈가스 생기는 일 00 EN,"{'NUM': '15', 'TOPIC': '돈가스', 'ENG': 'EN', 'SITUATION': '생기는 일', 'SERIES': '영업중'}","{'NUM': 0.0, 'TOPIC': 0.2, 'ENG': 0.25, 'SITUATION': 0.2, 'SERIES': 0.0}",['생기는 일'],['돈가스'],[0.2],[0.2],[],[],['EN'],"['카니를 찾아서', '영업중', '어서와한국은처음이지']",[0.25],"[1.4274, 1.05, 1.041324552267381]",[],[],[],[],[],[],"['15', '37']","[3.9901638441414544, 1.846494005706791]"
{SERIES} {TOPIC} {SITUATION} {NUM} {ENG},[어서와한국은처음이지] 돈가스 생기는 일 00 EN,"{'NUM': '15', 'TOPIC': '돈가스', 'ENG': 'EN', 'SITUATION': '생기는 일', 'SERIES': '어서와한국은처음이지'}","{'NUM': 0.0, 'TOPIC': 0.2, 'ENG': 0.25, 'SITUATION': 0.2, 'SERIES': 0.0}",['생기는 일'],['돈가스'],[0.2],[0.2],[],[],['EN'],"['카니를 찾아서', '영업중', '어서와한국은처음이지']",[0.25],"[1.4274, 1.05, 1.041324552267381]",[],[],[],[],[],[],"['15', '37']","[3.9901638441414544, 1.846494005706791]"
{PERSON} {SITUATION},감스트 인턴 출근합니다,"{'PERSON': '감스트', 'SITUATION': '인턴 출근합니다'}","{'PERSON': 2.7047280169839696, 'SITUATION': 0.8426}",['인턴 출근합니다'],[],[0.8426],[],[],[],[],[],[],[],[],[],[],[],"['감스트', '차정원']","[2.7047280169839696, 0.8800333333333332]",[],[]
{PERSON} {SITUATION},차정원 인턴 출근합니다,"{'PERSON': '차정원', 'SITUATION': '인턴 출근합니다'}","{'PERSON': 0.8800333333333332, 'SITUATION': 0.8426}",['인턴 출근합니다'],[],[0.8426],[],[],[],[],[],[],[],[],[],[],[],"['감스트', '차정원']","[2.7047280169839696, 0.8800333333333332]",[],[]
{SERIES} {TOPIC} {SITUATION} {LOC} {NUM},[sub] 전쟁 여행 롯데 00,"{'NUM': '10', 'TOPIC': '전쟁', 'LOC': '롯데', 'SITUATION': '여행', 'SERIES': 'sub'}","{'NUM': 0.0, 'TOPIC': 1.1276577065608928, 'LOC': 5.893095329713308, 'SITUATION': 11.813739205030625, 'SERIES': 0.0}","['여행', '먹방', '이야기', '해봤습니다', 'with']","['전쟁', '파르페', '베트남']","[11.813739205030625, 9.120266514199706, 8.156137112006038, 5.687693042176117, 4.906666417828246]","[1.1276577065608928, 0.2, 0.2]",[],[],[],"['sub', '무공해', '플레이리스트', '플리', '틀린그림찾기']",[],"[19.773101105683825, 15.738435410552935, 10.445084341488096, 9.873686709490261, 8.260672350811136]",[],[],"['롯데', '한국', '국립경국대학교', '부산', '광주']","[5.893095329713308, 4.513351988460137, 4.453171842284203, 3.916756769966607, 3.877516010211127]",[],[],['10'],[2.403389606402945]
{SERIES} {TOPIC} {SITUATION} {LOC} {NUM},[무공해] 전쟁 여행 롯데 00,"{'NUM': '10', 'TOPIC': '전쟁', 'LOC': '롯데', 'SITUATION': '여행', 'SERIES': '무공해'}","{'NUM': 0.0, 'TOPIC': 1.1276577065608928, 'LOC': 5.893095329713308, 'SITUATION': 11.813739205030625, 'SERIES': 0.0}","['여행', '먹방', '이야기', '해봤습니다', 'with']","['전쟁', '파르페', '베트남']","[11.813739205030625, 9.120266514199706, 8.156137112006038, 5.687693042176117, 4.906666417828246]","[1.1276577065608928, 0.2, 0.2]",[],[],[],"['sub', '무공해', '플레이리스트', '플리', '틀린그림찾기']",[],"[19.773101105683825, 15.738435410552935, 10.445084341488096, 9.873686709490261, 8.260672350811136]",[],[],"['롯데', '한국', '국립경국대학교', '부산', '광주']","[5.893095329713308, 4.513351988460137, 4.453171842284203, 3.916756769966607, 3.877516010211127]",[],[],['10'],[2.403389606402945]
{SERIES} {TOPIC} {SITUATION} {LOC} {NUM},[플레이리스트] 전쟁 여행 롯데 00,"{'NUM': '10', 'TOPIC': '전쟁', 'LOC': '롯데', 'SITUATION': '여행', 'SERIES': '플레이리스트'}","{'NUM': 0.0, 'TOPIC': 1.1276577065608928, 'LOC': 5.893095329713308, 'SITUATION': 11.813739205030625, 'SERIES': 0.0}","['여행', '먹방', '이야기', '해봤습니다', 'with']","['전쟁', '파르페', '베트남']","[11.813739205030625, 9.120266514199706, 8.156137112006038, 5.687693042176117, 4.906666417828246]","[1.1276577065608928, 0.2, 0.2]",[],[],[],"['sub', '무공해', '플레이리스트', '플리', '틀린그림찾기']",[],"[19.773101105683825, 15.738435410552935, 10.445084341488096, 9.873686709490261, 8.260672350811136]",[],[],"['롯데', '한국', '국립경국대학교', '부산', '광주']","[5.893095329713308, 4.513351988460137, 4.453171842284203, 3.916756769966607, 3.877516010211127]",[],[],['10'],[2.403389606402945]
{SERIES} {TOPIC} {SITUATION} {LOC} {NUM},[플리] 전쟁 여행 롯데 00,"{'NUM': '10', 'TOPIC': '전쟁', 'LOC': '롯데', 'SITUATION': '여행', 'SERIES': '플리'}","{'NUM': 0.0, 'TOPIC': 1.1276577065608928, 'LOC': 5.893095329713308, 'SITUATION': 11.813739205030625, 'SERIES': 0.0}","['여행', '먹방', '이야기', '해봤습니다', 'with']","['전쟁', '파르페', '베트남']","[11.813739205030625, 9.120266514199706, 8.156137112006038, 5.687693042176117, 4.906666417828246]","[1.1276577065608928, 0.2, 0.2]",[],[],[],"['sub', '무공해', '플레이리스트', '플리', '틀린그림찾기']",[],"[19.773101105683825, 15.738435410552935, 10.445084341488096, 9.873686709490261, 8.260672350811136]",[],[],"['롯데', '한국', '국립경국대학교', '부산', '광주']","[5.893095329713308, 4.513351988460137, 4.453171842284203, 3.916756769966607, 3.877516010211127]",[],[],['10'],[2.403389606402945]
{SERIES} {TOPIC} {SITUATION} {LOC} {NUM},[틀린그림찾기] 전쟁 여행 롯데 00,"{'NUM': '10', 'TOPIC': '전쟁', 'LOC': '롯데', 'SITUATION': '여행', 'SERIES': '틀린그림찾기'}","{'NUM': 0.0, 'TOPIC': 1.1276577065608928, 'LOC': 5.893095329713308, 'SITUATION': 11.813739205030625, 'SERIES': 0.0}","['여행', '먹방', '이야기', '해봤습니다', 'with']","['전쟁', '파르페', '베트남']","[11.813739205030625, 9.120266514199706, 8.156137112006038, 5.687693042176117, 4.906666417828246]","[1.1276577065608928, 0.2, 0.2]",[],[],[],"['sub', '무공해', '플레이리스트', '플리', '틀린그림찾기']",[],"[19.773101105683825, 15.738435410552935, 10.445084341488096, 9.873686709490261, 8.260672350811136]",[],[],"['롯데', '한국', '국립경국대학교', '부산', '광주']","[5.893095329713308, 4.513351988460137, 4.453171842284203, 3.916756769966607, 3.877516010211127]",[],[],['10'],[2.403389606402945]
{SERIES} {TOPIC} {SITUATION} {LOC} {NUM},[sub] 전쟁 먹방 롯데 00,"{'NUM': '10', 'TOPIC': '전쟁', 'LOC': '롯데', 'SITUATION': '먹방', 'SERIES': 'sub'}","{'NUM': 0.0, 'TOPIC': 1.1276577065608928, 'LOC': 5.893095329713308, 'SITUATION': 9.120266514199706, 'SERIES': 0.0}","['여행', '먹방', '이야기', '해봤습니다', 'with']","['전쟁', '파르페', '베트남']","[11.813739205030625, 9.120266514199706, 8.156137112006038, 5.687693042176117, 4.906666417828246]","[1.1276577065608928, 0.2, 0.2]",[],[],[],"['sub', '무공해', '플레이리스트', '플리', '틀린그림찾기']",[],"[19.773101105683825, 15.738435410552935, 10.445084341488096, 9.873686709490261, 8.260672350811136]",[],[],"['롯데', '한국', '국립경국대학교', '부산', '광주']","[5.893095329713308, 4.513351988460137, 4.453171842284203, 3.916756769966607, 3.877516010211127]",[],[],['10'],[2.403389606402945]
{SERIES} {TOPIC} {SITUATION} {LOC} {NUM},[무공해] 전쟁 먹방 롯데 00,"{'NUM': '10', 'TOPIC': '전쟁', 'LOC': '롯데', 'SITUATION': '먹방', 'SERIES': '무공해'}","{'NUM': 0.0, 'TOPIC': 1.1276577065608928, 'LOC': 5.893095329713308, 'SITUATION': 9.120266514199706, 'SERIES': 0.0}","['여행', '먹방', '이야기', '해봤습니다', 'with']","['전쟁', '파르페', '베트남']","[11.813739205030625, 9.120266514199706, 8.156137112006038, 5.687693042176117, 4.906666417828246]","[1.1276577065608928, 0.2, 0.2]",[],[],[],"['sub', '무공해', '플레이리스트', '플리', '틀린그림찾기']",[],"[19.773101105683825, 15.738435410552935, 10.445084341488096, 9.873686709490261, 8.260672350811136]",[],[],"['롯데', '한국', '국립경국대학교', '부산', '광주']","[5.893095329713308, 4.513351988460137, 4.453171842284203, 3.916756769966607, 3.877516010211127]",[],[],['10'],[2.403389606402945]
{SERIES} {TOPIC} {SITUATION} {LOC} {NUM},[플레이리스트] 전쟁 먹방 롯데 00,"{'NUM': '10', 'TOPIC': '전쟁', 'LOC': '롯데', 'SITUATION': '먹방', 'SERIES': '플레이리스트'}","{'NUM': 0.0, 'TOPIC': 1.1276577065608928, 'LOC': 5.893095329713308, 'SITUATION': 9.120266514199706, 'SERIES': 0.0}","['여행', '먹방', '이야기', '해봤습니다', 'with']","['전쟁', '파르페', '베트남']","[11.813739205030625, 9.120266514199706, 8.156137112006038, 5.687693042176117, 4.906666417828246]","[1.1276577065608928, 0.2, 0.2]",[],[],[],"['sub', '무공해', '플레이리스트', '플리', '틀린그림찾기']",[],"[19.773101105683825, 15.738435410552935, 10.445084341488096, 9.873686709490261, 8.260672350811136]",[],[],"['롯데', '한국', '국립경국대학교', '부산', '광주']","[5.893095329713308, 4.513351988460137, 4.453171842284203, 3.916756769966607, 3.877516010211127]",[],[],['10'],[2.403389606402945]
{SERIES} {TOPIC} {SITUATION} {LOC} {NUM},[플리] 전쟁 먹방 롯데 00,"{'NUM': '10', 'TOPIC': '전쟁', 'LOC': '롯데', 'SITUATION': '먹방', 'SERIES': '플리'}","{'NUM': 0.0, 'TOPIC': 1.1276577065608928, 'LOC': 5.893095329713308, 'SITUATION': 9.120266514199706, 'SERIES': 0.0}","['여행', '먹방', '이야기', '해봤습니다', 'with']","['전쟁', '파르페', '베트남']","[11.813739205030625, 9.120266514199706, 8.156137112006038, 5.687693042176117, 4.906666417828246]","[1.1276577065608928, 0.2, 0.2]",[],[],[],"['sub', '무공해', '플레이리스트', '플리', '틀린그림찾기']",[],"[19.773101105683825, 15.738435410552935, 10.445084341488096, 9.873686709490261, 8.260672350811136]",[],[],"['롯데', '한국', '국립경국대학교', '부산', '광주']","[5.893095329713308, 4.513351988460137, 4.453171842284203, 3.916756769966607, 3.877516010211127]",[],[],['10'],[2.403389606402945]
{SERIES} {TOPIC} {SITUATION} {LOC} {NUM},[틀린그림찾기] 전쟁 먹방 롯데 00,"{'NUM': '10', 'TOPIC': '전쟁', 'LOC': '롯데', 'SITUATION': '먹방', 'SERIES': '틀린그림찾기'}","{'NUM': 0.0, 'TOPIC': 1.1276577065608928, 'LOC': 5.893095329713308, 'SITUATION': 9.120266514199706, 'SERIES': 0.0}","['여행', '먹방', '이야기', '해봤습니다', 'with']","['전쟁', '파르페', '베트남']","[11.813739205030625, 9.120266514199706, 8.156137112006038, 5.687693042176117, 4.906666417828246]","[1.1276577065608928, 0.2, 0.2]",[],[],[],"['sub', '무공해', '플레이리스트', '플리', '틀린그림찾기']",[],"[19.773101105683825, 15.738435410552935, 10.445084341488096, 9.873686709490261, 8.260672350811136]",[],[],"['롯데', '한국', '국립경국대학교', '부산', '광주']","[5.893095329713308, 4.513351988460137, 4.453171842284203, 3.916756769966607, 3.877516010211127]",[],[],['10'],[2.403389606402945]
{SERIES} {TOPIC} {SITUATION} {LOC} {NUM},[sub] 전쟁 이야기 롯데 00,"{'NUM': '10', 'TOPIC': '전쟁', 'LOC': '롯데', 'SITUATION': '이야기', 'SERIES': 'sub'}","{'NUM': 0.0, 'TOPIC': 1.1276577065608928, 'LOC': 5.893095329713308, 'SITUATION': 8.156137112006038, 'SERIES': 0.0}","['여행', '먹방', '이야기', '해봤습니다', 'with']","['전쟁', '파르페', '베트남']","[11.813739205030625, 9.120266514199706, 8.156137112006038, 5.687693042176117, 4.906666417828246]","[1.1276577065608928, 0.2, 0.2]",[],[],[],"['sub', '무공해', '플레이리스트', '플리', '틀린그림찾기']",[],"[19.773101105683825, 15.738435410552935, 10.445084341488096, 9.873686709490261, 8.260672350811136]",[],[],"['롯데', '한국', '국립경국대학교', '부산', '광주']","[5.893095329713308, 4.513351988460137, 4.453171842284203, 3.916756769966607, 3.877516010211127]",[],[],['10'],[2.403389606402945]
{SERIES} {TOPIC} {SITUATION} {LOC} {NUM},[무공해] 전쟁 이야기 롯데 00,"{'NUM': '10', 'TOPIC': '전쟁', 'LOC': '롯데', 'SITUATION': '이야기', 'SERIES': '무공해'}","{'NUM': 0.0, 'TOPIC': 1.1276577065608928, 'LOC': 5.893095329713308, 'SITUATION': 8.156137112006038, 'SERIES': 0.0}","['여행', '먹방', '이야기', '해봤습니다', 'with']","['전쟁', '파르페', '베트남']","[11.813739205030625, 9.120266514199706, 8.156137112006038, 5.687693042176117, 4.906666417828246]","[1.1276577065608928, 0.2, 0.2]",[],[],[],"['sub', '무공해', '플레이리스트', '플리', '틀린그림찾기']",[],"[19.773101105683825, 15.738435410552935, 10.445084341488096, 9.873686709490261, 8.260672350811136]",[],[],"['롯데', '한국', '국립경국대학교', '부산', '광주']","[5.893095329713308, 4.513351988460137, 4.453171842284203, 3.916756769966607, 3.877516010211127]",[],[],['10'],[2.403389606402945]
{SERIES} {TOPIC} {SITUATION} {LOC} {NUM},[플레이리스트] 전쟁 이야기 롯데 00,"{'NUM': '10', 'TOPIC': '전쟁', 'LOC': '롯데', 'SITUATION': '이야기', 'SERIES': '플레이리스트'}","{'NUM': 0.0, 'TOPIC': 1.1276577065608928, 'LOC': 5.893095329713308, 'SITUATION': 8.156137112006038, 'SERIES': 0.0}","['여행', '먹방', '이야기', '해봤습니다', 'with']","['전쟁', '파르페', '베트남']","[11.813739205030625, 9.120266514199706, 8.156137112006038, 5.687693042176117, 4.906666417828246]","[1.1276577065608928, 0.2, 0.2]",[],[],[],"['sub', '무공해', '플레이리스트', '플리', '틀린그림찾기']",[],"[19.773101105683825, 15.738435410552935, 10.445084341488096, 9.873686709490261, 8.260672350811136]",[],[],"['롯데', '한국', '국립경국대학교', '부산', '광주']","[5.893095329713308, 4.513351988460137, 4.453171842284203, 3.916756769966607, 3.877516010211127]",[],[],['10'],[2.403389606402945]
{SERIES} {TOPIC} {SITUATION} {LOC} {NUM},[플리] 전쟁 이야기 롯데 00,"{'NUM': '10', 'TOPIC': '전쟁', 'LOC': '롯데', 'SITUATION': '이야기', 'SERIES': '플리'}","{'NUM': 0.0, 'TOPIC': 1.1276577065608928, 'LOC': 5.893095329713308, 'SITUATION': 8.156137112006038, 'SERIES': 0.0}","['여행', '먹방', '이야기', '해봤습니다', 'with']","['전쟁', '파르페', '베트남']","[11.813739205030625, 9.120266514199706, 8.156137112006038, 5.687693042176117, 4.906666417828246]","[1.1276577065608928, 0.2, 0.2]",[],[],[],"['sub', '무공해', '플레이리스트', '플리', '틀린그림찾기']",[],"[19.773101105683825, 15.738435410552935, 10.445084341488096, 9.873686709490261, 8.260672350811136]",[],[],"['롯데', '한국', '국립경국대학교', '부산', '광주']","[5.893095329713308, 4.513351988460137, 4.453171842284203, 3.916756769966607, 3.877516010211127]",[],[],['10'],[2.403389606402945]
{SERIES} {TOPIC} {SITUATION} {LOC} {NUM},[틀린그림찾기] 전쟁 이야기 롯데 00,"{'NUM': '10', 'TOPIC': '전쟁', 'LOC': '롯데', 'SITUATION': '이야기', 'SERIES': '틀린그림찾기'}","{'NUM': 0.0, 'TOPIC': 1.1276577065608928, 'LOC': 5.893095329713308, 'SITUATION': 8.156137112006038, 'SERIES': 0.0}","['여행', '먹방', '이야기', '해봤습니다', 'with']","['전쟁', '파르페', '베트남']","[11.813739205030625, 9.120266514199706, 8.156137112006038, 5.687693042176117, 4.906666417828246]","[1.1276577065608928, 0.2, 0.2]",[],[],[],"['sub', '무공해', '플레이리스트', '플리', '틀린그림찾기']",[],"[19.773101105683825, 15.738435410552935, 10.445084341488096, 9.873686709490261, 8.260672350811136]",[],[],"['롯데', '한국', '국립경국대학교', '부산', '광주']","[5.893095329713308, 4.513351988460137, 4.453171842284203, 3.916756769966607, 3.877516010211127]",[],[],['10'],[2.403389606402945]
{SERIES} {TOPIC} {SITUATION} {LOC} {NUM},[sub] 전쟁 해봤습니다 롯데 00,"{'NUM': '10', 'TOPIC': '전쟁', 'LOC': '롯데', 'SITUATION': '해봤습니다', 'SERIES': 'sub'}","{'NUM': 0.0, 'TOPIC': 1.1276577065608928, 'LOC': 5.893095329713308, 'SITUATION': 5.687693042176117, 'SERIES': 0.0}","['여행', '먹방', '이야기', '해봤습니다', 'with']","['전쟁', '파르페', '베트남']","[11.813739205030625, 9.120266514199706, 8.156137112006038, 5.687693042176117, 4.906666417828246]","[1.1276577065608928, 0.2, 0.2]",[],[],[],"['sub', '무공해', '플레이리스트', '플리', '틀린그림찾기']",[],"[19.773101105683825, 15.738435410552935, 10.445084341488096, 9.873686709490261, 8.260672350811136]",[],[],"['롯데', '한국', '국립경국대학교', '부산', '광주']","[5.893095329713308, 4.513351988460137, 4.453171842284203, 3.916756769966607, 3.877516010211127]",[],[],['10'],[2.403389606402945]
